X,Y,OBJECTID,GLOBALID,REQUESTID,REQUESTTYPE,REQUESTDATE,STATUS,STREETSEGID,COMMENTS,USERTYPE
-77.0511151941253,38.912510969957,1929,{84A1615D-D906-4D27-BD74-44D2EE4F9E1F},1929,Failure to stop for pedestrians,2015/07/09 18:28:59+00,Unassigned,5305,Cars do not stop for pedestrians in the crosswalk.,Pedestrian
-77.0598051803005,38.9052259786169,1930,{6E3C099A-68DD-4CC7-8460-034F8D0156D0},1930,Other Walking Issue,2015/07/09 18:32:59+00,Unassigned,12650,Sidewalks much to narrow.,Pedestrian
-77.0462238997271,38.914609834426,1931,{C8D2F756-DC00-4E07-B7A8-FE65FA75EEDD},1931,Not enough time to cross,2015/07/09 18:35:05+00,Unassigned,8283,"Crossing Connecticut (from Rite Aid to the Russia House, for example).",Pedestrian
-77.0257019418104,38.9041847509627,1932,{F0F932CA-17E1-4521-90FA-DB9DB79C2E25},1932,Other Biking Issue,2015/07/09 18:36:31+00,Unassigned,3521,"When biking on L between 9th and 11th to get to M street bike lane, or 11th st lane, I usually take full lane to avoid parked car doors. Drivers consistently pass very close, usually over the double yellow to get around, only to meet me at the red.",Biker
-77.0319571506638,38.910919270211,1933,{1A1FAC0C-BC0F-49E3-B139-5B49F9B7CA10},1933,Other Driving Issue,2015/07/09 18:39:41+00,Unassigned,5252,"Witnessed a driver yell at biker for being out of bike lane, driver then cut off  biker and threatened to hit him. Very aggressive drivers up and down 14th. Also, why no option for ""driver behavior?""",Pedestrian
-77.003512697518,38.9152582297104,1934,{364D3CE1-5E99-4754-8745-2DB09457C792},1934,Speeding,2015/07/09 18:41:58+00,Unassigned,5328,Vehicles use excessive speed down 2nd St. NE nearly every single day. I live on this street and have witnessed near accidents due to high speeds on many occasions.,Pedestrian
-76.9972109566481,38.9323791562484,1935,{4C8D8761-EAAA-48EA-B362-969DA52A6339},1935,Double parking,2015/07/09 18:42:37+00,Unassigned,7599,"Car frequently parked farther West than allowed on the Westbound side of the street - they are generally in the bike lane where it curves, forcing bikes into traffic right before the intersection.",Biker
-77.033794835816,38.9025238456214,1936,{F0C51366-7939-4650-873B-B75717D62B3B},1936,Blocking the crosswalk,2015/07/09 18:46:20+00,Unassigned,9449,"Westbound cars always block the crosswalk, creating a real hazard for all.",Biker
-77.0035114059458,38.9155831081477,1937,{1A2636D9-BEA5-41FA-B9B6-38DE83BD9BA4},1937,Stop sign running,2015/07/09 18:46:21+00,Unassigned,5328,Drivers on 2nd Street routinely come to a rolling stop and continue down the road at unnecessarily high speeds.,Pedestrian
-76.9953697989248,38.9335360849835,1938,{7A61BF52-86F3-42E4-8580-69ACACBFB650},1938,Poor visibility,2015/07/09 18:50:42+00,Unassigned,10430,Westbound cars can hardly see pedestrians,Pedestrian
-77.0116975232973,38.9312498007987,1939,{D3A6E3F7-5415-4FD0-B46A-3BC1E1423E2A},1939,Speeding,2015/07/09 18:52:05+00,Unassigned,2931,"Need real bike facilities for this stretch. The sidewalk on the eastbound side is hazardous, has many sharp turns, and crosses on/off ramps for this highway.",Biker
-77.0582501993599,38.9125497077478,1940,{2E8EED10-3C3D-4F65-B9FD-EA7E9DB59D93},1940,Stop sign running,2015/07/09 19:02:15+00,Unassigned,257,Stop sign frequently run by cyclists and drivers heading east or west on R Street.,Biker
-77.0609356097752,38.9128304054833,1941,{4AD2A5E3-5F29-4739-B50A-3EB54199890E},1941,Stop sign running,2015/07/09 19:03:11+00,Unassigned,5561,"Stop sign frequently run by cyclists and drivers heading east or west on R Street. Crosswalks are popular with families, the elderly, an dog walkers, creating a dangerous mix.",Biker
-77.0631324630323,38.9132926020614,1942,{FA8E3266-17A5-4F5F-8A63-B3BC124F176B},1942,Stop sign running,2015/07/09 19:04:44+00,Unassigned,7374,Stop sign frequently run by cyclists and drivers heading east or west on R Street. Crosswalk busy with visitors to Dumbarton Oaks and other pedestrian types - dangerous situation.,Biker
-77.0746752204039,38.9225639331535,1943,{AC479B2B-A9DB-471A-93B8-72DC154B9ED5},1943,Not enough time to cross,2015/07/09 19:05:59+00,Unassigned,5178,East/west traffic on Calvert Street has a very short light to cross.,Biker
-77.0728606496534,38.9165335235141,1944,{755CEF29-FAA6-4F88-A4FF-DEF06946B764},1944,Stop sign running,2015/07/09 19:06:42+00,Unassigned,2208,Stop sign frequently run by cyclists and drivers heading north or south on 37th Street.,Biker
-77.0434100032647,38.9218160691168,1945,{DACBBC13-4353-4335-B1C0-55D3B5706F44},1945,Double parking,2015/07/09 19:09:29+00,Unassigned,5050,"Cars, taxis, and delivery trucks loading and unloading frequently block the bike lanes, both northbound and southbound, forcing a dangerous squeeze of road users.",Biker
-77.0436899869168,38.9232527024087,1946,{6B1A28F0-0925-49FB-8AE7-B9F22AEFF2BF},1946,Red light running,2015/07/09 19:10:34+00,Unassigned,14390,Poorly situated and coordinated traffic lights have users (drivers and cyclists) frequently running lights and causing dangerous situations with cross traffic.,Biker
-76.9916920516964,38.9524232318976,1947,{485C35BA-2222-45FD-A1FE-B8B44A36A2CA},1947,Stop sign running,2015/07/09 19:10:56+00,Unassigned,13273,People run the stop sign on Gallatin at 11th all the time. Some don't even slow down.,Car Driver
-77.064010018884,38.90516650328,1948,{54F8E55E-AD19-4471-8BA9-7BEE90B2C84F},1948,Other Biking Issue,2015/07/09 19:12:29+00,Unassigned,7676,Please consider getting rid of all streeetside parking on M Street NW in Georgetown and reapportion street space to protected bike lanes heading both east and west. This will make the road safer for all users.,Biker
-77.0678313848595,38.9050185018124,1949,{AE0080DC-4B69-49CD-9FCD-053CC283A60D},1949,Other Driving Issue,2015/07/09 19:15:58+00,Unassigned,5551,"Drivers don't always follow the lane shift, assuming they can drive in the eastbound parking lane of M St that acts as a cycling refuge during morning rush hour.  Please paint new, brighter lanes that more clearly show the lane shift through the inte",Biker
-77.0380466589547,38.9126241537363,1950,{07BCBD2F-9B4F-4460-AAEE-69EB8B412545},1950,Double parking,2015/07/09 19:15:59+00,Unassigned,11119,"Cars and taxis frequently double park in the R Street NW bike lane near the 17th Street NW entertainment district, causing dangerous mixing of user modes.",Biker
-76.9961745163016,38.8923119944846,1951,{CB53292D-D0FC-4F27-9C89-F1A0273C36A1},1951,Poor visibility,2015/07/09 19:16:51+00,Unassigned,6472,Pedestrians crossing Massachusetts have no signal and cannot see signal on Massachusetts,Pedestrian
-77.0387094573624,38.91113508775,1952,{5F429EE7-E808-46F5-BA8D-D2BE9425D59A},1952,Double parking,2015/07/09 19:17:10+00,Unassigned,644,"Cars and taxis on Q Street NW frequently block the bike lane near the 17th Street NW entertainment zone, forcing cyclists into the main traffic lane in a dangerous squeeze.",Biker
-77.0384883657762,38.9118563921029,1953,{0062F5FD-036D-4A0B-A291-12B46773A62B},1953,Stop sign running,2015/07/09 19:17:48+00,Unassigned,7386,Drivers and cyclists frequently run this stop sign.,Biker
-77.0384895575512,38.9103792856035,1954,{A3AEA580-6ED0-47CE-8536-EF6566A9AF5C},1954,Stop sign running,2015/07/09 19:18:14+00,Unassigned,9955,Drivers and cyclists frequently run this stop sign.,Biker
-77.0417050337662,38.8997666818463,1955,{47856DCB-79C2-4A63-A45C-1A14F324D39C},1955,Jaywalking,2015/07/09 19:18:31+00,Unassigned,7217,Many pedestrians cross against the light while staring at their phones here.,Biker
-77.0392820272812,38.9140942662388,1956,{D4EAFAFE-178D-4E4D-9A28-25850B4C09C4},1956,Stop sign running,2015/07/09 19:18:55+00,Unassigned,9488,"Drivers an cyclists frequently run this stop sign, regardless of direction of travel or presence of pedestrians in the crosswalk.",Biker
-77.0314780470713,38.8955085847428,1969,{37A5537F-5A4A-4FBB-8A79-66DE0B88C413},1969,Other Biking Issue,2015/07/10 00:12:44+00,Unassigned,6461,"The Pennsylvania cycletrack should have stops that prevent U-turns on all of the blocks.  The fact that the ones on the blocks between 15th St. and 13th St., in front of the Wilson building, are ""under study"" is ridiculous.",Biker
-77.0078158704563,38.89659070146,1970,{7C268575-AB07-4B89-8AB6-DEC0A34F2AFB},1970,Other Driving Issue,2015/07/10 01:40:12+00,Unassigned,1972,Light is too short for cars and new Circulator route has made matters worse.,Biker
-77.0076065343047,38.8961485405297,1971,{B447785C-2B7E-435D-82B4-BCF0E7124106},1971,Failure to stop for pedestrians,2015/07/10 01:42:04+00,Unassigned,6495,Peds have green light on second half of cross but cars are turning right at the same time. I've seen numerous near-misses.,Biker
-77.0483969507857,38.8872025731565,1972,{C5E3C7A6-C741-4161-9D56-3157F2A360D5},1972,Speeding,2015/07/10 01:54:37+00,Unassigned,4775,Cars travel at very high speeds,Pedestrian
-77.0144472958988,38.9165070568621,1973,{1CFEAA6C-6789-48F9-81EA-FC7FEF1E74DC},1973,Speeding,2015/07/10 02:10:16+00,Unassigned,1750,"Cars routinely treat this segment of 2nd St NW as a speedway to get to the light at RI Ave. The staggered intersection at T/Thomas, poorly-marked crosswalks, and rampant stop-sign running along 2nd St. also don't help.",Pedestrian
-77.0260635551982,38.9686399653321,1974,{15AC14A9-746F-4F75-B2FA-C173260C5855},1974,Failure to stop for pedestrians,2015/07/10 02:30:00+00,Unassigned,7465,"This intersection has a fair number of pedestrians crossing to access the grocery store. Cars on Piney Branch tend to speed because the street appears wide and do not stop for pedestrians. Curb bulbs, a stop sign, and median refuge would help.",Pedestrian
-77.0143763047684,38.9158940115625,1975,{1EFD1440-7CF3-4EF8-B124-B87B81E417B6},1975,Blocking the crosswalk,2015/07/10 02:30:15+00,Unassigned,9936,"The low-contrast brick-looking material for this crosswalk is pretty, but not up to it's important job. Cars routinely block the curb cuts here, in part because the crosswalk is poorly marked on the pavement -- and cars rarely stop for pedestrians.",Pedestrian
-77.0270368921293,38.9147787537051,1976,{A270DEC8-2DEC-4293-A8E0-AAF093945BD4},1976,Other Biking Issue,2015/07/10 02:35:52+00,Unassigned,9819,"The bike lane on this stretch of 11th disappears, leading to lots of conflict between cars/bikes. I've nearly been hit twice in the past year. I follow all traffic laws, but find that everyone is confused the bike lane ends.",Biker
-76.9984459533562,38.9036918673412,1977,{13860498-DDB1-4ECD-BEAD-1CE14CB3A80D},1977,Other Biking Issue,2015/07/10 02:42:46+00,Unassigned,11965,Need a bike box here to make left turns,Biker
-77.0161703293388,38.9661287983803,1978,{855FF3E4-2A97-4C45-B3A2-9F477377440A},1978,Long distance to cross,2015/07/10 02:50:21+00,Unassigned,9636,"This intersection has a lot of pedestrian traffic, including kids, and the crossings are very long, making it difficult to safely cross. This is also a local business district, and bulb-outs at intersections would improve the area for all.",Pedestrian
-77.0161678947465,38.9656868486587,1979,{BBCA4C39-4AF1-4AE2-89B1-0828CA87DAD2},1979,Double parking,2015/07/10 02:51:07+00,Unassigned,9636,"Cars routinely double park, even when there is plenty of street parking available. Due to low enforcement.",Car Driver
-77.0161683735371,38.9623250159611,1980,{246B738A-EC34-44AE-A6DF-9BD2C2D8A2EE},1980,Speeding,2015/07/10 02:53:06+00,Unassigned,5657,"Many kids walk to school in this area and commuters routinely speed due to wide lanes and no stop signs. Each intersection could have a stop sign and pedestrian bulb-outs, or raised cross-walks.",Pedestrian
-77.0216079170871,38.9661406936078,1981,{C7ECDD41-C1F0-4A41-9F1B-25BC20678213},1981,Speeding,2015/07/10 02:54:27+00,Unassigned,3338,Regular speeding on this section of Sheridan--consider traffic calming improvements to make the area safer.,Pedestrian
-77.019900892524,38.9661373581841,1982,{2C4E1696-610A-423F-8911-0D9665FCD77F},1982,Failure to stop for pedestrians,2015/07/10 02:56:31+00,Unassigned,2333,This intersection is directly across from two schools and sees a lot of pedestrian traffic. Drivers on both 5th and Sheridan streets often speed and/or do not yield to pedestrians. Would be much safer with raised crosswalk and/or curb bulb-outs.,Pedestrian
-76.9882915816731,38.9054604596161,1983,{E40FE4E0-E86D-4CB5-B3F9-5E5ADE0F7566},1983,Other Driving Issue,2015/07/10 02:57:26+00,Unassigned,4446,Several times a week cars turn north on Montello which is a one-way street headed south. One Way Do Not Enter signs would help.,Pedestrian
-77.0161670566335,38.9649527368211,1984,{D5338E2D-6066-432D-A426-9DA636A40B32},1984,Poor visibility,2015/07/10 02:58:22+00,Unassigned,9506,"Visibility poor due to geography/height differences between Rittenhouse and 3rd. On Rittenhouse, cars can't see traffic on 3rd. On 3rd, there is no stop sign at this intersections. Would be safer with stop signs on 3rd.",Car Driver
-76.9823231532284,38.901743291724,1985,{329E45A9-E212-46FA-AE21-2372819E1DBE},1985,Double parking,2015/07/10 02:59:03+00,Unassigned,10191,"There is often a long line of cars in front of Rose's Liquor Store; many drivers seem to be purchasing drugs. They block traffic double parking or blocking the intersection. The dealers/drunks also block the sidewalk.",Pedestrian
-77.0180377851928,38.966112062619,1986,{B3999F68-B765-42C4-AFC5-F21014C88CD3},1986,Stop sign running,2015/07/10 03:00:43+00,Unassigned,9830,Drivers on 3rd often fail to stop at stop sign.,Pedestrian
-77.0000538938268,38.906980880871,1987,{3B0F6A86-C3F5-4D4C-851E-5F3D2EC6E6E8},1987,Double parking,2015/07/10 03:02:08+00,Unassigned,8427,There is often a long line of cars parked in a traffic lane on Florida Avenue waiting to turn into Mac's Tire at 423 Florida Ave NE. Dangerous as then cars fight to merge into the left lanes or just jerk their cars into the lane without looking.,Car Driver
-77.0250459736353,38.9309236932519,1988,{A36AFB5B-4C49-4D2C-98AE-C61473E234B7},1988,Speeding,2015/07/10 03:13:21+00,Unassigned,7738,cars speed down this road like crazy,Pedestrian
-76.9949672351067,38.9257251976501,1989,{A5555486-2611-400F-8091-BD1D473B02CE},1989,Other Biking Issue,2015/07/10 04:41:30+00,Unassigned,8093,Drivers coming north do not stay in their land at the same spot as cyclists and walkers are entering the MBT. Suggestion is to put barriers up in the center line to keep drivers moving slowly and carefully around the curve.,Biker
-77.0219205655639,38.9148955169825,1990,{88EC843E-C51E-4B96-9B86-938EBED5DADE},1990,Blocking the bikebox,2015/07/10 13:27:46+00,Unassigned,9699,I ride on 7th every day and on average have to swerve into traffic at least twice to avoid cars stopped in the bike lane.,Biker
-76.9990953291484,38.8800586708935,1991,{A303DE90-E1FD-483B-9F41-993FF314AD39},1991,Speeding,2015/07/10 13:28:11+00,Unassigned,7218,Signed bike route is basically a speedwa / highway onramp,Biker
-76.9917951650598,38.9034417186507,1992,{236649D4-49C9-45E2-B20F-D6746523D7A8},1992,Speeding,2015/07/10 13:35:04+00,Unassigned,6458,People drive way to fast on Florida ave,Biker
-77.0317463289097,38.8961137339075,1993,{17FD6BF2-6743-496A-86FE-1485E8EBCDC9},1993,Other Walking Issue,2015/07/10 13:48:54+00,Unassigned,5719,test,Biker
-76.9961670354275,38.89507897647,1994,{C5050371-EBBB-4E74-8B19-B46EDFEEC37D},1994,Poor visibility,2015/07/10 14:20:05+00,Unassigned,8055,"When waiting to turn onto Maryland, extremely difficult to see whether there is any SW bound traffic on Maryland Ave approaching.",Car Driver
-77.0563086532468,38.9046808550508,1995,{D321551F-7E03-4EF5-805F-A51B22AE5661},1995,Speeding,2015/07/10 14:22:14+00,Unassigned,3273,,Biker
-77.057307005199,38.8866849139284,1996,{21F1DFD4-0B83-46DD-958D-36BDF4A8CC4F},1996,Other Biking Issue,2015/07/10 14:24:01+00,Unassigned,6289,Surface is extremely poor & continues to degrade,Biker
-77.0594510203535,38.8854690607475,1997,{A5FC36A1-8093-413F-945F-24D09221281C},1997,Failure to stop for pedestrians,2015/07/10 14:24:56+00,Unassigned,5066,Routine failure to yield at trail crossing & high rates of speed,Biker
