"search_term","search_term_id","convo_group_id","tweet_id","tweet_text","tweet_place","reply_to_status","quoted_status","created_at","user_id","user_screen_name","user_location","coordinates","user_place"
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1270430468048130050","1270430468048130050","My mom always told me respect has to be earned,not expected. Wasn’t NYPD the ones that drove over protesters with a car, door checked someone, ran over a girl with a horse? https://t.co/WV9YQkxQoB","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1270399690912272384","2020-06-09 19:00:01+00:00","1212009241189335042","croptopFFag","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1270399690912272384","1270399690912272384","WATCH 🚨 New York police boss Mike O'Meara went off on the media today:

""Stop treating us like animals and thugs and start treating us with some respect ... Our legislators abandoned us. The press is vilifying us. It's disgusting."" https://t.co/CXOPARKff7","","","","2020-06-09 16:57:43+00:00","846479437","AugustTakala","Minnesota ✈️ Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1270158816944979968","1270158816944979968","Went for a run earlier and stumbled upon OVER 2 MILES of protestors—of all ages and colors—lining the streets of Upper NW DC. And almost every single driver honked in support as they drove by.

Easiest run of my life... the #BlackLivesMatter momentum is inspirational fr fr","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-06-09 01:00:35+00:00","471345585","JPierceL","Washington, D.C.","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1269613345897959425","1269613345897959425","I don’t think this is true? I live in DC and we were not even able to go out and run errands in the car because so many streets were closed down for protesters. Sounds like an attempt to discredit BLM. Lots of protesters out where I live over a mile from the White House. https://t.co/oiItPflemH","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1269451304503574528","2020-06-07 12:53:04+00:00","1327827943","SamKraft_","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1269451304503574528","1269451304503574528","Much smaller crowd in D.C. than anticipated. National Guard, Secret Service, and D.C. Police have been doing a fantastic job. Thank you!","","","","2020-06-07 02:09:10+00:00","25073877","realDonaldTrump","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1269482698592092165","1269482698592092165","A commenter, when confronted with historical facts and the encouragement to read actual primary documents, stated that he would like to run me over with his car and that he wouldn’t slow down.

So here we are. 🤷🏻‍♂️","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1269479764139671556","","2020-06-07 04:13:55+00:00","278848356","JayQuinn1993","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1269479764139671556","1269479764139671556","It’s a “wage war against Lost Cause bullshit on Facebook” kind of night. https://t.co/b80OpigrzU","","","","2020-06-07 04:02:16+00:00","278848356","JayQuinn1993","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266902013994041345","1266902013994041345","Today was INSANE. I sprained my ankle in a stampede at a protest 😅 Then on my into the drugstore to get an ankle brace I witnessed a biker get run over by a car 😱 Fuckin coward sped away but not before I got his plates 😇","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-05-31 01:19:12+00:00","625926143","Elaxisfae","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266198579502350342","1266198579502350342","@Zapzipzim @JackieProsky @redsteeze @bellers03 @TessWagner9News I agree, but him dealing with the physics of being run over have absolutely no connection to the physics of him jumping on the car","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1266197707640631296","","2020-05-29 02:44:00+00:00","2221928046","realtonysm1th","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266197707640631296","1266197707640631296","@realtonysmith @JackieProsky @redsteeze @bellers03 @TessWagner9News Nobody is arguing with you on that. Physics doesn’t give a damn. 

Person vs. car = car wins every time. 

Thus, do not jump on the hood of a car because you will lose every time.

Reality. Try it.","","1266197105665769479","","2020-05-29 02:40:32+00:00","2530553610","Zapzipzim","Expanding my territory.","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266197105665769479","1266197105665769479","@Zapzipzim @JackieProsky @redsteeze @bellers03 @TessWagner9News I’m talking about once he jumps off the hood, then she turns the vehicle towards the man that is no longer making contact with her vehicle and proceeds to run him over. I don’t disagree re: him jumping on the vehicle, but our country doesn’t function with vigilante justice","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","1266196593562148864","","2020-05-29 02:38:09+00:00","2221928046","realtonysm1th","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266196593562148864","1266196593562148864","@realtonysmith @JackieProsky @redsteeze @bellers03 @TessWagner9News It’s not vehicular assault until after he moves off the vehicle. Before he moves off the vehicle, it is criminal assault and property damage on his part. 

You may be offended by the idea that physics doesn’t care about you or me or them, but it doesn’t. Reality. Try it.","","1266196030850203650","","2020-05-29 02:36:07+00:00","2530553610","Zapzipzim","Expanding my territory.","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266196030850203650","1266196030850203650","@Zapzipzim @JackieProsky @redsteeze @bellers03 @TessWagner9News The natural consequences of jumping on the hood don’t involve the steering wheel turning after you are no longer on the vehicle, causing the vehicle to swerve out of its path of travel specifically to run you over. That’s not the laws of physics, that’s vehicular assault","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","1266194329665601537","","2020-05-29 02:33:53+00:00","2221928046","realtonysm1th","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266194329665601537","1266194329665601537","@realtonysmith @JackieProsky @redsteeze @bellers03 @TessWagner9News Nope, it doesn’t. But it does morons a world of good to learn that they are smaller than cars and physics doesn’t care about your politics.","","1266193553824329730","","2020-05-29 02:27:07+00:00","2530553610","Zapzipzim","Expanding my territory.","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266193553824329730","1266193553824329730","@Zapzipzim @JackieProsky @redsteeze @bellers03 @TessWagner9News That doesn’t explain why she turned her vehicle after he got off the hood just to run him over. Defense is one thing. Rage and violence is another.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","1266191719533441024","","2020-05-29 02:24:02+00:00","2221928046","realtonysm1th","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1266191719533441024","1266191719533441024","@JackieProsky @redsteeze @bellers03 @TessWagner9News Don’t jump on the hoods of cars. Very simple.","","1266190161588768768","","2020-05-29 02:16:45+00:00","2530553610","Zapzipzim","Expanding my territory.","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1262613986337533952","1262613986337533952","I did the most head ass shit for my ex that nigga did not deserve shit except to be ran over by a bus","{'id': '00da23b51c3aabc1', 'url': 'https://api.twitter.com/1.1/geo/id/00da23b51c3aabc1.json', 'place_type': 'city', 'name': 'Suitland', 'full_name': 'Suitland, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-76.958123, 38.827518], [-76.958123, 38.868794], [-76.88434, 38.868794], [-76.88434, 38.827518]]]}, 'attributes': {}}","","","2020-05-19 05:20:07+00:00","4894483582","_tenavia","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1260765838715629573","1260765838715629573","This is not at all the same, but I can’t stop thinking about the time the dean of my high school tried to seize a girl’s cell phone so she ran outside towards the main road and threw her phone at incoming traffic where it got run over by a car https://t.co/7VQuAbHXNv","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1260751783682441216","2020-05-14 02:56:14+00:00","3273814566","ClaireJChu","DC via CA, sometimes CHI","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1260751783682441216","1260751783682441216","News: The FBI served a warrant on Senator a Richard Burr tonight and seized his cell phone https://t.co/m7LmCDwNUH","","","","2020-05-14 02:00:23+00:00","11744152","yashar","🐘🐘🐘🐘","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1245341096114298880","1245341096114298880","This position will get you breakfast , brunch, lunch , snack , dinner , desert, beat tf up, killed, ran over, missing, kids taken care of, rent paid, car note paid, and SOOOOO MUCH MORE 😂😂 https://t.co/td7E7Mg91E","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1244759700270387200","2020-04-01 13:23:49+00:00","1095815427589062656","Wubbler_","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1244759700270387200","1244759700270387200","This position looks toxic af and I want it 😩😩😩 https://t.co/MvBaCrxeia","","","1244748517446430720","2020-03-30 22:53:33+00:00","860163397","Glow__Goddess","Gem City 💎","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1244748517446430720","1244748517446430720","Bomboclaat https://t.co/FUhKMlvDbf","","","","2020-03-30 22:09:07+00:00","829154612481384449","tweetsbykeezy","Baton Rouge, LA","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1244822569603280896","1244822569603280896","Today some of us legit saw this girl on a bike get run the fuck over by a car... I saw her airborne. it was terrifying. her helmet broke and her clothes were ripped, but when we called 911, she refused to go to the hospital because she was scared about coronavirus exposure 🥺😩🤯","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-03-31 03:03:22+00:00","747674125","skimmyturner","Washington, DC","",""
