walkscore,bikescore,transitscore,near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,agency_id,incident_id,scrape_datetime,call_received_datetime,call_closed_datetime,fulldisplayaddress,longitude,latitude,incident_type,unit,unit_status_transport,transport_unit_is_amr,transport_unit_is_non_amr,unit_json,num_units_responding,geography,unit_ids,agency_incident_id,crash_objectid,crash_geo,crash_total_injuries,crash_total_major_injuries,crash_total_minor_injuries,crash_total_fatalities,crash_bike_injuries,crash_car_injuries,crash_ped_injuries,injuries_mismatch,distance_to_crash,time_between_crash_and_report,crash_intersection_id,crash_block_objectid,crash_time_rank,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names,national_park
57.00,37.00,49.00,[None],,,,,,5C,Cluster 24,"Woodridge, Fort Lincoln, Gateway",5C04,Ward 5,011100,UPPER NORTHEAST,EMS1205,903692370,2021-03-11 18:40:01+00:00,2021-03-11 13:39:24+00:00,2021-03-11 14:02:55+00:00,"31ST ST NE & SOUTH DAKOTA AVE NE, WASHINGTON, DC",-76.9636550000,38.9241540000,TC,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000001F680586AC3D53C0DA3BA3AD4A764340,"['""A26""', '""E26""']",EMS1205903692370,,,,,,,,,,1,,,,,1,0.42987502,,2,32,2,,BD,2,6,20.0,19.0,,31ST ST NE,131212,Local,0.93155261,12986,REGULAR,"['Local', 'Principal Arterial']","['131212', '132419', '133384']","['31ST STREET NE', 'SOUTH DAKOTA AVENUE NE']",0
57.00,37.00,49.00,[None],,,,,,5C,Cluster 24,"Woodridge, Fort Lincoln, Gateway",5C04,Ward 5,011100,UPPER NORTHEAST,EMS1205,914857200,2021-03-26 13:30:02+00:00,2021-03-26 04:19:38+00:00,2021-03-26 06:47:51+00:00,"2615 BLADENSBURG RD NE, WASHINGTON, DC",-76.9661000000,38.9240430000,TCE,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'TR'}, {'UnitID': 'BC1', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-26T04:45:08Z'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'EMS1', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-26T04:48:56Z'}, {'UnitID': 'M17', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'R1', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T15', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-26T04:52:15Z'}]",1,0,1,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'TR'}, {'UnitID': 'BC1', 'UnitClearedDateTime': '2021-03-26T04:45:08Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'EMS1', 'UnitClearedDateTime': '2021-03-26T04:48:56Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M17', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'R1', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T15', 'UnitClearedDateTime': '2021-03-26T04:52:15Z', 'PulsePointDispatchStatus': 'AR'}]",7,0101000020E6100000992A1895D43D53C0828C800A47764340,"['""A26""', '""BC1""', '""E26""', '""EMS1""', '""M17""', '""R1""', '""T15""']",EMS1205914857200,197138221,0101000020E6100000856ADDFDD73D53C04E3A5FC04D764340,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0,29.02511698,0 days 02:54:43.000000000,,129744,1,28.71323154,12651.0,5,71,1,,BD,2,6,30.0,16.0,,BLADENSBURG RD NE,129744,Minor Arterial,38.16284426,13450,REGULAR,"['Local', 'Minor Arterial']","['129744', '130545', '132617', '132632']","['30TH STREET NE', 'BLADENSBURG ROAD NE']",0
57.00,39.00,57.00,[None],,,,,,8D,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8D05,Ward 8,010900,FAR SOUTHEAST AND SOUTHWEST,EMS1205,849307311,2020-12-24 17:00:01+00:00,2020-12-24 09:00:51+00:00,2020-12-24 09:05:52+00:00,"4729 1ST ST SW, WASHINGTON, DC",-77.0057960000,38.8226430000,TC,"[{'UnitID': 'A03', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-24T09:04:57Z'}, {'UnitID': 'A19', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-24T09:05:52Z'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-24T09:05:34Z'}]",0,0,0,"[{'UnitID': 'A03', 'UnitClearedDateTime': '2020-12-24T09:04:57Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'A19', 'UnitClearedDateTime': '2020-12-24T09:05:52Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E25', 'UnitClearedDateTime': '2020-12-24T09:05:34Z', 'PulsePointDispatchStatus': 'AR'}]",3,0101000020E6100000A69C2FF65E4053C044A4A65D4C694340,"['""A03""', '""A19""', '""E25""']",EMS1205849307311,197350206,0101000020E61000001BCD1C2A594053C0D1159E2046694340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37.29411459,0 days 00:40:48.000000000,,135227,1,26.23195924,,2,34,2,,BD,1,6,20.0,19.0,,1ST ST SW,135227,Local,,,,,,,0
57.00,39.00,57.00,[None],,,,,,8D,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8D05,Ward 8,010900,FAR SOUTHEAST AND SOUTHWEST,EMS1205,854692037,2020-12-31 05:30:01+00:00,2020-12-30 23:30:43+00:00,2020-12-30 23:57:11+00:00,"58 GALVESTON ST SW, STE 101, WASHINGTON, DC",-77.0075700000,38.8231260000,TC,"[{'UnitID': 'E33', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T23:57:11Z'}, {'UnitID': 'SAFBC', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T23:55:20Z'}]",0,0,0,"[{'UnitID': 'E33', 'UnitClearedDateTime': '2020-12-30T23:57:11Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'SAFBC', 'UnitClearedDateTime': '2020-12-30T23:55:20Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E6100000919BE1067C4053C0603E59315C694340,"['""E33""', '""SAFBC""']",EMS1205854692037,,,,,,,,,,1,,,,,1,66.44795735,3121.0,1,33,2,,OB,2,6,25.0,17.0,,GALVESTON ST SW,136540,Collector,,,,,,,0
57.00,39.00,57.00,[None],,,,,,8D,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8D05,Ward 8,010900,FAR SOUTHEAST AND SOUTHWEST,EMS1205,866652114,2021-01-17 22:30:01+00:00,2021-01-17 17:05:15+00:00,2021-01-17 17:23:51+00:00,"42 GALVESTON ST SW, WASHINGTON, DC",-77.0069050000,38.8222380000,TC,"[{'UnitID': 'E25', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E25', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E6100000734BAB21714053C0A4C343183F694340,"['""E25""']",EMS1205866652114,,,,,,,,,,1,,,,,1,37.61846044,,2,34,2,,BD,2,4,20.0,19.0,,SOUTH CAPITOL TER SW,124760,Local,,,,,,,0
57.00,39.00,57.00,[None],,,,,,8D,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8D05,Ward 8,010900,FAR SOUTHEAST AND SOUTHWEST,EMS1205,884082882,2021-02-12 14:30:01+00:00,2021-02-12 04:42:49+00:00,2021-02-12 05:15:28+00:00,"SOUTH CAPITOL ST & 1ST ST SE, WASHINGTON, DC",-77.0060020000,38.8240910000,TCE,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-12T04:51:30Z'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'EMS3', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M33', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'R3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-12T04:49:42Z'}, {'UnitID': 'T08', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC3', 'UnitClearedDateTime': '2021-02-12T04:51:30Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'EMS3', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M33', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'R3', 'UnitClearedDateTime': '2021-02-12T04:49:42Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T08', 'PulsePointDispatchStatus': 'OS'}]",7,0101000020E61000007A6D3656624053C0C7F65AD07B694340,"['""A33""', '""BC3""', '""E33""', '""EMS3""', '""M33""', '""R3""', '""T08""']",EMS1205884082882,197367269,0101000020E6100000D084CF4C5C4053C0D9814CCB70694340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,49.16844772,0 days 05:03:46.000000000,18402,136257,1,0.37865663,16548.0,4,40,0,Yes,BD,2,6,20.0,16.0,,SOUTH CAPITOL ST BN,136257,Minor Arterial,0.89091871,16844,REGULAR,"['Collector', 'Minor Arterial']","['124218', '124744', '136257', '136540']","['1ST STREET SE', 'GALVESTON STREET SW', 'SOUTH CAPITOL STREET']",0
57.00,39.00,69.00,"['Elsie Whitlow Stokes Community Freedom PCS - East End', 'Maya Angelou PCS - High School', 'Maya Angelou PCS - Young Adult Learning Center']",1.0,0.0,1.0,0.0,1.0,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C05,Ward 7,007808,FAR NORTHEAST AND SOUTHEAST,EMS1205,893773247,2021-02-25 23:20:01+00:00,2021-02-25 18:22:58+00:00,2021-02-25 18:55:22+00:00,"57TH PL NE & BLAINE ST NE, WASHINGTON, DC",-76.9191150000,38.8908860000,TC,"[{'UnitID': 'E26', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-25T18:28:52Z'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'E26', 'UnitClearedDateTime': '2021-02-25T18:28:52Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E6100000D690B8C7D23A53C06D3B6D8D08724340,"['""E26""', '""M27""']",EMS1205893773247,,,,,,,,,,1,,,,,1,0.39210799,,2,34,2,,BD,2,5,20.0,19.0,,57TH PL NE,131660,Local,0.8687873,16872,REGULAR,['Local'],"['130155', '131618', '131660', '133470']","['57TH PLACE NE', 'BLAINE STREET NE']",0
57.00,39.00,69.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C05,Ward 7,007808,FAR NORTHEAST AND SOUTHEAST,EMS1205,893662538,2021-02-25 20:00:01+00:00,2021-02-25 15:11:38+00:00,2021-02-25 17:56:16+00:00,"246 58TH ST NE, WASHINGTON, DC",-76.9180410000,38.8923210000,TC,"[{'UnitID': 'T17', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'T17', 'PulsePointDispatchStatus': 'OS'}]",1,0101000020E6100000C7D8092FC13A53C05B44149337724340,"['""T17""']",EMS1205893662538,197372797,0101000020E610000010339CF3BC3A53C09C78A11D36724340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,22.94877932,0 days 00:50:21.000000000,,130402,1,22.44383733,4653.0,2,41,2,,BD,2,6,20.0,17.0,,58TH ST NE,130402,Collector,,,,,,,0
57.00,39.00,69.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C05,Ward 7,007808,FAR NORTHEAST AND SOUTHEAST,EMS1205,894031303,2021-02-26 06:50:02+00:00,2021-02-26 00:43:43+00:00,2021-02-26 02:14:27+00:00,"204 58TH ST NE, WASHINGTON, DC",-76.9180460000,38.8912120000,TC,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E6100000508E0244C13A53C0C1E61C3C13724340,"['""A30""']",EMS1205894031303,,,,,,,,,,1,,,,,1,22.51170293,4653.0,2,41,2,,BD,2,6,20.0,17.0,,58TH ST NE,130402,Collector,42.23637969,20412,REGULAR,"['Collector', 'Local']","['130402', '130902', '133470', '134719']","['58TH STREET NE', 'BLAINE STREET NE']",0
57.00,42.00,59.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C06,Ward 7,007807,FAR NORTHEAST AND SOUTHEAST,EMS1205,849031777,2020-12-24 05:00:01+00:00,2020-12-23 23:39:26+00:00,2020-12-24 01:02:28+00:00,"DIVISION AVE NE & EASTERN AVE NE, WASHINGTON, DC",-76.9235990000,38.9039980000,TCE,"[{'UnitID': 'A19B', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-24T00:11:33Z'}, {'UnitID': 'BC2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T23:45:37Z'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T23:56:26Z'}, {'UnitID': 'EMS2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-24T01:02:28Z'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T23:51:46Z'}, {'UnitID': 'R2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T23:46:01Z'}, {'UnitID': 'T13', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T23:46:20Z'}]",0,0,0,"[{'UnitID': 'A19B', 'UnitClearedDateTime': '2020-12-24T00:11:33Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'BC2', 'UnitClearedDateTime': '2020-12-23T23:45:37Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E27', 'UnitClearedDateTime': '2020-12-23T23:56:26Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'EMS2', 'UnitClearedDateTime': '2020-12-24T01:02:28Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M27', 'UnitClearedDateTime': '2020-12-23T23:51:46Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'R2', 'UnitClearedDateTime': '2020-12-23T23:46:01Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T13', 'UnitClearedDateTime': '2020-12-23T23:46:20Z', 'PulsePointDispatchStatus': 'AR'}]",7,0101000020E610000092E7FA3E1C3B53C020D3DA34B6734340,"['""A19B""', '""BC2""', '""E27""', '""EMS2""', '""M27""', '""R2""', '""T13""']",EMS1205849031777,197350195,0101000020E61000001FB8D1CD293B53C02C0A3C98CB734340,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,101.99511808,0 days 01:22:10.000000000,16943,130347,1,0.51877371,14569.0,2,45,2,Yes,BD,2,6,25.0,16.0,,EASTERN AVE NE,132846,Minor Arterial,0.92874988,15723,REGULAR,"['Collector', 'Minor Arterial']","['131077', '131776', '132846', '133105', '134491']","['DIVISION AVENUE NE', 'EASTERN AVENUE NE', 'SHERIFF ROAD NE']",0
57.00,42.00,59.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C06,Ward 7,007807,FAR NORTHEAST AND SOUTHEAST,EMS1205,863359672,2021-01-13 02:20:01+00:00,2021-01-12 20:57:56+00:00,2021-01-12 21:14:38+00:00,"SHERIFF RD NE & EASTERN AVE NE, WASHINGTON, DC",-76.9235990000,38.9039980000,TC,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E610000092E7FA3E1C3B53C020D3DA34B6734340,"['""A27""', '""E27""']",EMS1205863359672,197357093,0101000020E61000005B0810C41D3B53C00735CEF1B5734340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8.09547887,0 days 02:07:16.000000000,15723,134491,1,0.51877371,14569.0,2,45,2,Yes,BD,2,6,25.0,16.0,,EASTERN AVE NE,132846,Minor Arterial,0.92874988,15723,REGULAR,"['Collector', 'Minor Arterial']","['131077', '131776', '132846', '133105', '134491']","['DIVISION AVENUE NE', 'EASTERN AVENUE NE', 'SHERIFF ROAD NE']",0
57.00,42.00,59.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C06,Ward 7,007807,FAR NORTHEAST AND SOUTHEAST,EMS1205,879636984,2021-02-06 00:20:01+00:00,2021-02-05 19:57:17+00:00,2021-02-05 20:25:18+00:00,"SHERIFF RD NE & EASTERN AVE NE, WASHINGTON, DC",-76.9235990000,38.9039980000,TC,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E610000092E7FA3E1C3B53C020D3DA34B6734340,"['""A30""', '""E27""']",EMS1205879636984,197364323,0101000020E610000009866F3A1C3B53C0D3D62265B6734340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.64582325,0 days 07:54:33.000000000,15723,,1,0.51877371,14569.0,2,45,2,Yes,BD,2,6,25.0,16.0,,EASTERN AVE NE,132846,Minor Arterial,0.92874988,15723,REGULAR,"['Collector', 'Minor Arterial']","['131077', '131776', '132846', '133105', '134491']","['DIVISION AVENUE NE', 'EASTERN AVENUE NE', 'SHERIFF ROAD NE']",0
57.00,42.00,59.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C06,Ward 7,007807,FAR NORTHEAST AND SOUTHEAST,EMS1205,885977940,2021-02-15 02:40:01+00:00,2021-02-14 21:43:20+00:00,2021-02-14 21:48:11+00:00,"SHERIFF RD NE & EASTERN AVE NE, WASHINGTON, DC",-76.9235990000,38.9039980000,TC,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E610000092E7FA3E1C3B53C020D3DA34B6734340,"['""A27""', '""E27""']",EMS1205885977940,197369482,0101000020E61000006F94F6931C3B53C088AF81F1B6734340,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0,3.05318935,0 days 11:01:03.000000000,15723,133105,1,0.51877371,14569.0,2,45,2,Yes,BD,2,6,25.0,16.0,,EASTERN AVE NE,132846,Minor Arterial,0.92874988,15723,REGULAR,"['Collector', 'Minor Arterial']","['131077', '131776', '132846', '133105', '134491']","['DIVISION AVENUE NE', 'EASTERN AVENUE NE', 'SHERIFF ROAD NE']",0
57.00,42.00,59.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C06,Ward 7,007807,FAR NORTHEAST AND SOUTHEAST,EMS1205,886985802,2021-02-16 09:00:02+00:00,2021-02-16 01:45:13+00:00,2021-02-16 02:51:44+00:00,"DIVISION AVE NE & SHERIFF RD NE, WASHINGTON, DC",-76.9235990000,38.9039980000,TCE,"[{'UnitID': 'A19B', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'A27', 'PulsePointDispatchStatus': 'TA'}, {'UnitID': 'BC2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-16T02:14:31Z'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'TR'}, {'UnitID': 'EMS2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-16T02:17:24Z'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'TR'}, {'UnitID': 'M30', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-16T02:03:40Z'}, {'UnitID': 'R3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-16T01:57:11Z'}, {'UnitID': 'T17', 'PulsePointDispatchStatus': 'OS'}]",3,0,3,"[{'UnitID': 'A19B', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'A27', 'PulsePointDispatchStatus': 'TA'}, {'UnitID': 'BC2', 'UnitClearedDateTime': '2021-02-16T02:14:31Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'TR'}, {'UnitID': 'EMS2', 'UnitClearedDateTime': '2021-02-16T02:17:24Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'TR'}, {'UnitID': 'M30', 'UnitClearedDateTime': '2021-02-16T02:03:40Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'R3', 'UnitClearedDateTime': '2021-02-16T01:57:11Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T17', 'PulsePointDispatchStatus': 'OS'}]",9,0101000020E610000092E7FA3E1C3B53C020D3DA34B6734340,"['""A19B""', '""A27""', '""BC2""', '""E27""', '""EMS2""', '""M27""', '""M30""', '""R3""', '""T17""']",EMS1205886985802,197369996,0101000020E6100000BEAFB4881C3B53C07676E2DFB6734340,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1,2.7290539,0 days 14:13:07.000000000,15723,133105,1,0.51877371,14569.0,2,45,2,Yes,BD,2,6,25.0,16.0,,EASTERN AVE NE,132846,Minor Arterial,0.92874988,15723,REGULAR,"['Collector', 'Minor Arterial']","['131077', '131776', '132846', '133105', '134491']","['DIVISION AVENUE NE', 'EASTERN AVENUE NE', 'SHERIFF ROAD NE']",0
57.00,42.00,59.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C06,Ward 7,007807,FAR NORTHEAST AND SOUTHEAST,EMS1205,901641147,2021-03-08 23:00:02+00:00,2021-03-08 18:13:53+00:00,2021-03-08 21:10:31+00:00,"EASTERN AVE NE & SHERIFF RD NE, WASHINGTON, DC",-76.9235990000,38.9039980000,TC,"[{'UnitID': 'A30B', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T17', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A30B', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T17', 'PulsePointDispatchStatus': 'ER'}]",3,0101000020E610000092E7FA3E1C3B53C020D3DA34B6734340,"['""A30B""', '""E30""', '""T17""']",EMS1205901641147,197376695,0101000020E610000078E58E491C3B53C08853E27CB6734340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.97800738,0 days 01:24:20.000000000,15723,133105,1,0.51877371,14569.0,2,45,2,Yes,BD,2,6,25.0,16.0,,EASTERN AVE NE,132846,Minor Arterial,0.92874988,15723,REGULAR,"['Collector', 'Minor Arterial']","['131077', '131776', '132846', '133105', '134491']","['DIVISION AVENUE NE', 'EASTERN AVENUE NE', 'SHERIFF ROAD NE']",0
57.00,42.00,59.00,[None],,,,,,7C,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",7C06,Ward 7,007807,FAR NORTHEAST AND SOUTHEAST,EMS1205,903472266,2021-03-11 12:40:02+00:00,2021-03-11 02:59:05+00:00,2021-03-11 04:28:01+00:00,"DIVISION AVE NE & EASTERN AVE NE, WASHINGTON, DC",-76.9235990000,38.9039980000,TC,"[{'UnitID': 'E27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'E27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M27', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E610000092E7FA3E1C3B53C020D3DA34B6734340,"['""E27""', '""M27""']",EMS1205903472266,197139247,0101000020E6100000F6384F5C1C3B53C0FDC87A36B6734340,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.60694825,0 days 01:11:55.000000000,15723,131077,1,0.51877371,14569.0,2,45,2,Yes,BD,2,6,25.0,16.0,,EASTERN AVE NE,132846,Minor Arterial,0.92874988,15723,REGULAR,"['Collector', 'Minor Arterial']","['131077', '131776', '132846', '133105', '134491']","['DIVISION AVENUE NE', 'EASTERN AVENUE NE', 'SHERIFF ROAD NE']",0
57.00,46.00,59.00,['Academy of Hope Adult PCS [Southeast]'],0.0,0.0,1.0,0.0,1.0,8C,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",8C03,Ward 8,009804,FAR SOUTHEAST AND SOUTHWEST,EMS1205,870148954,2021-01-23 01:10:02+00:00,2021-01-22 20:39:23+00:00,2021-01-22 20:56:28+00:00,"3300 MARTIN LUTHER KING JR AVE SE, WASHINGTON, DC",-77.0014940000,38.8425360000,TC,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E6100000F9484A7A184053C0F1D93A38D86B4340,"['""A33""', '""E33""']",EMS1205870148954,,,,,,,,,,1,,,,,1,21.52305868,10139.0,2,49,2,Yes,BD,2,7,25.0,16.0,,MARTIN LUTHER KING JR AVE SE,124669,Minor Arterial,21.54203454,14049,REGULAR,"['Local', 'Minor Arterial']","['124669', '135731', '137034']","['MARTIN LUTHER KING JR AVENUE SE', 'WACLARK PLACE SE']",0
