,OBJECTID_left,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MARID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,BLOCKKEY,SUBBLOCKKEY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER,geometry,YEAR,index_right,OBJECTID_right,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
73008,167407081,25106997,14128779,2014-08-25T05:00:00+00:00,Route not found,0.0,0.0,8575.0,6942.0,2014-08-25T04:00:00+00:00,1970-01-01T00:00:00+00:00,903573,14TH ST NW and  U ST NW,38.916998,-77.031951,397229.13,138792.68,Null,{9E710A40-EFD3-47CA-8E1D-D7C74AF5F9E4},14TH STREET NW AND U STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73018,167407091,28121668,19135608,2019-08-02T11:48:33+00:00,Route not found,0.0,0.0,0.0,0.0,2019-08-02T04:00:00+00:00,1970-01-01T00:00:00+00:00,904063,CANAL ROAD NW & CHAIN BRIDGE NW,38.930236,-77.111741,390311.28,140267.61,Ward 3,{29DFEA7E-56F6-4302-AA69-3FD1A017EA0A},CANAL ROAD NW AND CHAIN BRIDGE NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,390311.28,140267.61,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73056,167407129,25238149,15033185,2015-03-10T05:00:00+00:00,Route not found,0.0,0.0,-9.0,29814.0,2015-03-09T04:00:00+00:00,1970-01-01T00:00:00+00:00,25501,4200 ANACOSTIA AVE NE,38.906611,-76.942783,404962.763,137640.731,Ward 7,{B6FBA20E-1DF5-4E81-87B0-BD076D10E461},4209 ANACOSTIA AVENUE NE,88.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73076,167407149,25107103,14128806,2014-08-25T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2014-08-25T04:00:00+00:00,1970-01-01T00:00:00+00:00,905785,GIRARD ST NE and  NORTH CAPITOL ST,38.925833,-77.009033,399216.73,139772.969,Ward 5,{311EB6B9-1A96-4277-A02D-501FDC2F197E},GIRARD STREET NE AND NORTH CAPITOL STREET,87.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73079,167407152,28252837,19220683,2019-12-11T19:47:11+00:00,0,0.0,19.33,,,2019-12-11T05:00:00+00:00,1970-01-01T00:00:00+00:00,298827,8200 16TH STREET NW,38.992146,-77.036515,396836.599,147134.925,Ward 4,{9E9F8CEE-13E2-493F-BF77-369D86367B08},8200 16TH STREET NW,200.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0.0,Northeast,,1970-01-01T00:00:00+00:00,38.992287,-77.036539,396820.22,147155.11,9c198f2e23e59743d3ad213cda96b6b1,9c198f2e23e59743d3ad213cda96b6b1,0,0,0,0,POINT Z (-77.03631820022157 38.99229308363142 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73084,167407157,25107119,14129425,2014-08-26T05:00:00+00:00,Route not found,0.0,0.0,,,2014-08-26T04:00:00+00:00,1970-01-01T00:00:00+00:00,287155,2629 DOUGLASS RD SE,38.857067,-76.989504,400911.05,132139.38,Ward 8,{E2FA0A56-D3C6-4E99-AAC0-97A041522298},2629 DOUGLASS ROAD SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73268,167407341,25497326,026241,1989-06-18T12:50:00+00:00,13081512,3716.27,20.17,5851.0,15680.0,1989-06-17T04:00:00+00:00,1970-01-01T00:00:00+00:00,48971,2300 SOUTHERN AVE SE,38.845105,-76.971004,402506.925,130801.776,Ward 8,{3764F1AC-6BA1-4301-BAB8-699D220A2B38},2300 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13002302,23RD ST SE,14.72,Northeast,,1970-01-01T00:00:00+00:00,38.845105,-76.971004,,,863c0c7d23a2f8889d83a9e86769978f,863c0c7d23a2f8889d83a9e86769978f,0,0,0,0,POINT Z (-76.97084228407937 38.84498404957117 0),1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73319,167407392,27594746,18029890,2018-02-22T19:10:02+00:00,12051802,2928.59,6.83,8358.0,8946.0,2018-02-22T05:00:00+00:00,1970-01-01T00:00:00+00:00,59488,1600 KENILWORTH AVENUE NE,38.912423,-76.934255,405701.947,138286.338,Ward 7,{8F6C0597-3D4B-4142-9670-5C7C1785868B},1620 KENILWORTH AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12031982,EASTERN AVE NE,8.31,Northeast,,1970-01-01T00:00:00+00:00,38.912387,-76.934191,405611.64,138178.98,1abd9ab10369cb04a8a2e6026c6ebe39,e9194a23b5bf2b272ec53a5938081bf1,0,0,0,0,POINT Z (-76.93425746843324 38.91243038008094 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73382,167407455,26620715,12038776,2012-03-20T05:00:00+00:00,0,0.0,0.52,10913.0,11292.0,2012-03-20T04:00:00+00:00,1970-01-01T00:00:00+00:00,18491,SOUTHERN AVE SE / BENNING RD SE,38.876023,-76.930997,405987.617,134245.946,Ward 7,{13BFAE55-3145-4448-9657-485976E72683},4651 HILLSIDE ROAD SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,Not Available,0.0,East,,1970-01-01T00:00:00+00:00,38.876026,-76.930992,,,369c2bd429be2d53c7d775e34fe98f97,369c2bd429be2d53c7d775e34fe98f97,0,0,0,0,POINT Z (-76.93099923946401 38.87603115639925 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73407,167407480,26620748,12040165,2012-03-23T05:00:00+00:00,13081512,167.02,31.38,-9.0,32330.0,2012-03-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,28348,400 SOUTHERN AVE SE,38.822522,-77.000182,399984.185,128304.67,Ward 8,{FEB1E8E6-1CB2-472C-A311-6C4AC0DA5670},400 SOUTHERN AVENUE SE,100.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58009962,Driveway-58009962,0.1,Southwest,,1970-01-01T00:00:00+00:00,,,,,6c069e1e910fbd5b960c9ae662f5bf28,c463f451d1be2a7d20b682b5722636af,0,0,1,0,POINT Z (-76.99992819858772 38.82233036559151 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73408,167407481,26620750,12034038,2012-03-11T05:00:00+00:00,13063502,2888.42,0.04,6415.0,3270.0,2012-03-11T05:00:00+00:00,1970-01-01T00:00:00+00:00,908318,SOUTHERN AVE SE and  NAYLOR RD SE,38.851926,-76.961965,403301.53,131569.37,Null,{D5AE1B15-AB42-4051-AAB7-67F1E50CCA0D},SOUTHERN AVENUE SE AND NAYLOR ROAD SE,100.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13081512,SOUTHERN AVE SE,0.0,West,,1970-01-01T00:00:00+00:00,,,,,f33575654e48f558e5a4e7daa91d447b,f33575654e48f558e5a4e7daa91d447b,0,0,1,0,POINT Z (-76.96196724896053 38.85193339921032 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73427,167407500,26620773,12037075,2012-03-17T05:00:00+00:00,0,0.0,0.01,5465.0,15874.0,2012-03-17T04:00:00+00:00,1970-01-01T00:00:00+00:00,267691,RIVER RD NW & WESTERN AVE NW,38.956477,-77.091247,392091.16,143178.66,Ward 3,{FEFA4CB6-C09D-43F8-8B61-EBFA6712C916},4615 RIVER ROAD NW,200.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0.0,Northeast,,1970-01-01T00:00:00+00:00,38.956477,-77.091247,,,aa59cf9e1338b9a56d131162515c61cc,aa59cf9e1338b9a56d131162515c61cc,0,0,0,0,POINT Z (-77.09124941309021 38.9564847190309 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73479,167407552,27396145,17137230,2017-08-10T05:45:23+00:00,12031982,8349.39,0.05,8587.0,12940.0,2017-08-09T04:00:00+00:00,1970-01-01T00:00:00+00:00,1586,RIGGS ROAD NE & EASTERN AVENUE NE,38.961617,-76.99723,400240.057,143745.272,Ward 4,{A1876C9C-CB76-42F8-A5E8-D107A2126937},650 RIGGS ROAD NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12076052,RIGGS RD NE,0.04,Northwest,,1970-01-01T00:00:00+00:00,38.961617,-76.99723,400240.07,143745.26,b98cffda1f75a7ccc4b6c5b1de3a80b9,3c2d7f0ad6eb0f7d4d4b5e1929f27cd1,0,0,0,0,POINT Z (-76.99723267824379 38.96162449346436 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73573,167407646,27396714,17137398,2017-08-10T18:17:59+00:00,13081512,8084.31,5.72,175.0,15117.0,2017-08-10T04:00:00+00:00,1970-01-01T00:00:00+00:00,18394,4700 SOUTHERN AVENUE SE,38.874869,-76.932657,405843.634,134117.647,Ward 7,{756EA74C-9444-45F8-A52F-3D2C8D9B1C0C},4700 SOUTHERN AVENUE SE,100.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13016802,BOONES HILL RD SE,0.96,Northeast,,1970-01-01T00:00:00+00:00,38.875623,-76.931425,405844.71,134139.35,4543db08e9c33c233dfa7ec2c8853059,d0cde33019587ab36551c5bbaba4f246,0,0,0,0,POINT Z (-76.93147391867008 38.87566723524183 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73606,167407679,26872570,16034358,2016-03-06T12:24:33+00:00,13081512,8143.06,3.06,6313.0,6710.0,2016-03-06T05:00:00+00:00,1970-01-01T00:00:00+00:00,278556,5010 SOUTHERN AVENUE SE,38.876408,-76.93046,406031.982,134290.846,Ward 7,{F5100156-C82F-404C-9680-314C10E899BC},5078 BENNING ROAD SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13015342,BENNING RD SE,63.04,Northeast,,1970-01-01T00:00:00+00:00,38.876408,-76.93046,406043.59,134329.7,7d46a14a4ce9dadb324fb01a40f802ed,7d46a14a4ce9dadb324fb01a40f802ed,0,0,0,0,POINT Z (-76.93048715420946 38.87643526684766 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73643,167407716,24554885,13052998,2013-04-23T05:00:00+00:00,13081512,3607.96,23.63,5645.0,6188.0,2013-04-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,299094,2212 SOUTHERN AVE SE,38.844616,-76.971689,402474.366,130740.879,Ward 8,{094C47B1-2BFD-4A49-B297-CB08B3197B8C},2212 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13002202,22ND ST SE,42.57,Northeast,,1970-01-01T00:00:00+00:00,38.844616,-76.971689,,,1a045e6fa575135335384ea5615b3df1,1a045e6fa575135335384ea5615b3df1,0,0,0,0,POINT Z (-76.97149927321536 38.84447286541046 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73774,167407847,26652228,14054905,2014-04-21T05:00:00+00:00,13081512,1708.88,0.01,5605.0,6145.0,2014-04-19T04:00:00+00:00,1970-01-01T00:00:00+00:00,904869,SOUTHERN AVE SE and  WHEELER RD SE,38.832109,-76.987326,401100.43,129368.96,Ward 8,{B40B805B-055E-4C30-9B50-7ACEE97CF831},SOUTHERN AVENUE SE AND WHEELER ROAD SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13092882,WHEELER RD SE,0.02,Northeast,,1970-01-01T00:00:00+00:00,,,,,03ceb30917e33f51246b9427451bf29a,03ceb30917e33f51246b9427451bf29a,0,0,0,0,POINT Z (-76.98732822998349 38.83211673244215 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73870,167407943,26873584,16034827,2016-03-07T16:19:26+00:00,12031982,2699.32,0.56,10136.0,5814.0,2016-03-07T05:00:00+00:00,1970-01-01T00:00:00+00:00,15785,1501 EASTERN AVENUE NE,38.910322,-76.931678,405926.068,138053.72,Ward 7,{16F80B5D-B1D8-4EC7-82EC-93933ED68CDB},4936 MINNESOTA AVENUE NE,200.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12009132,ADDISON RD NE,32.72,Northwest,,1970-01-01T00:00:00+00:00,38.910322,-76.931678,405905.75,138079.75,8120adb3a8aa0284b82551033b70e576,8120adb3a8aa0284b82551033b70e576,0,0,0,0,POINT Z (-76.93167571919733 38.9103333419047 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73917,167407990,26620944,10045892,2010-04-08T05:00:00+00:00,12031982,8575.29,0.01,3493.0,475.0,2010-04-08T04:00:00+00:00,1970-01-01T00:00:00+00:00,5706,6000 EASTERN AVE. NE,38.96315,-76.999194,400069.834,143915.506,Ward 4,{2417416F-DB11-400E-BD50-229A6A1385B8},6008 EASTERN AVENUE NE,88.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12000602,6TH ST NE,14.83,Northwest,,1970-01-01T00:00:00+00:00,,,,,6247c50b32cb55d09149dd2f8f6eefee,6247c50b32cb55d09149dd2f8f6eefee,0,0,0,0,POINT Z (-76.99919635246539 38.96315774631087 0),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73993,167408066,28173121,19169407,2019-09-23T04:14:01+00:00,13081512,1058.05,2.67,,,2019-09-22T04:00:00+00:00,1970-01-01T00:00:00+00:00,298229,880 SOUTHERN AVENUE SE,38.828611,-76.992477,400653.191,128980.568,Ward 8,{1F7144E9-A957-47B9-8875-89C620EB122A},880 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13081662,SOUTHVIEW DR SE,10.22,Southwest,,1970-01-01T00:00:00+00:00,38.827919,-76.992736,400666.96,128966.28,dd9cd4d77a53ca674444b007c2a2b73e,a38cf5641fa6976b08b98bcc7d36200c,0,0,0,0,POINT Z (-76.99271668656203 38.82790970763804 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74003,167408076,25289552,15086476,2015-06-10T05:00:00+00:00,Route not found,0.0,0.0,1479.0,2201.0,2015-06-10T04:00:00+00:00,1970-01-01T00:00:00+00:00,901543,9TH ST NW and  F ST NW,38.897288,-77.02397,397920.657,136604.518,Ward 2,{C5C044EF-5323-4783-9047-C97A77EC8902},9TH STREET NW AND F STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74107,167408180,27649002,18061552,2018-04-18T03:39:34+00:00,13081512,1708.88,0.01,5605.0,6145.0,2018-04-17T04:00:00+00:00,1970-01-01T00:00:00+00:00,23662,WHEELER ROAD SE & SOUTHERN AVENUE SE,38.832109,-76.987326,401100.43,129368.96,Ward 8,{C9E006A4-C9CF-4A31-A370-23D95BF45887},4314 WHEELER ROAD SE,200.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13092882,WHEELER RD SE,0.02,Northeast,,1970-01-01T00:00:00+00:00,38.832109,-76.987326,401100.43,129368.96,03ceb30917e33f51246b9427451bf29a,03ceb30917e33f51246b9427451bf29a,0,0,0,0,POINT Z (-76.98732822998349 38.83211673244215 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74120,167408193,26993663,16110680,2016-07-05T15:38:31+00:00,13081512,8084.31,4.17,175.0,15117.0,2016-07-05T04:00:00+00:00,1970-01-01T00:00:00+00:00,17667,4700 SOUTHERN AVENUE SE,38.874869,-76.932657,405843.634,134117.647,Ward 7,{63114A09-B1E9-4C98-9903-C1953A75EA31},4730 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,13016802,BOONES HILL RD SE,2.63,Southwest,,1970-01-01T00:00:00+00:00,38.87561,-76.931467,405844.71,134139.35,a475dff02e6c4a6b6ce0453e88023610,a475dff02e6c4a6b6ce0453e88023610,0,0,0,0,POINT Z (-76.93150322384909 38.8756442990268 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74128,167408201,26600458,09084687,2009-06-19T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2009-06-19T04:00:00+00:00,1970-01-01T00:00:00+00:00,284577,3100 MASSACHUSETTS AVE NW,38.91992,-77.062845,394550.114,139118.474,Ward 3,{B5B4ECAD-D190-4FE3-93A3-FA8325C61252},3100 MASSACHUSETTS AVENUE NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74232,167408305,26620542,12038290,2012-03-19T05:00:00+00:00,Route not found,0.0,0.0,-9.0,27205.0,2012-03-19T04:00:00+00:00,1970-01-01T00:00:00+00:00,237896,619 COLUMBIA RD.,38.928454,-77.021425,398142.242,140064.139,Ward 1,{643AA22A-2E55-465C-93C2-FC4690107977},619 COLUMBIA ROAD NW,85.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74269,167408342,26620625,12037678,2012-03-18T05:00:00+00:00,Route not found,0.0,0.0,8337.0,8920.0,2012-03-18T04:00:00+00:00,1970-01-01T00:00:00+00:00,904893,23RD ST SE and  SOUTHERN AVE SE,38.844883,-76.97096,402520.98,130787.27,Ward 8,{C3387403-CC9C-4F38-8D17-A8880635B8C6},23RD STREET SE AND SOUTHERN AVENUE SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74285,167408358,25047795,14003531,2014-01-08T05:00:00+00:00,Route not found,0.0,0.0,,,2014-01-08T05:00:00+00:00,1970-01-01T00:00:00+00:00,905732,38TH ST NW and  MACOMB ST NW,38.933482,-77.073978,393585.85,140624.62,Ward 3,{59610536-E4B0-42FD-9BAC-98375FDB38EC},MACOMB STREET NW AND 38TH STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74290,167408363,25178882,14173056,2014-11-07T05:00:00+00:00,Route not found,0.0,0.0,135.0,409.0,2014-11-07T05:00:00+00:00,1970-01-01T00:00:00+00:00,294205,FRANCIS SCOTT KEY BRG NW and  M ST NW,38.905076,-77.068627,394047.493,137470.966,Ward 2,{CC4355C3-7C56-4002-BC8F-5025D86B3AFB},FRANCIS SCOTT KEY STATUE,88.43000031,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74302,167408375,25047830,14004016,2014-01-09T05:00:00+00:00,Route not found,0.0,0.0,2380.0,2627.0,2014-01-09T05:00:00+00:00,1970-01-01T00:00:00+00:00,900449,16TH ST NW and  ALLISON ST NW,38.945062,-77.036426,396842.243,141908.21,Ward 4,{33052AC5-63F5-4305-9434-881A0DE5E4E2},ALLISON STREET NW AND 16TH STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74305,167408378,26620702,12035198,2012-03-13T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2012-03-13T04:00:00+00:00,1970-01-01T00:00:00+00:00,300334,7TH ST NW and  Q ST NW,38.911124,-77.021919,398098.94,138140.32,Ward 6,{7332029A-63D6-44DF-8B8F-0BE7C7EF2B8C},1549 7TH STREET NW,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74322,167408395,25036938,13184925,2013-12-27T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-12-27T05:00:00+00:00,1970-01-01T00:00:00+00:00,288754,600 RHODE ISLAND AVE NE,38.920506,-76.998432,400135.957,139181.605,Ward 5,{8106680B-1270-4D17-9DA2-76D0402EB4EC},600 RHODE ISLAND AVENUE NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
